backup_path,compressed_path,orig_size,comp_size,orig_codec,comp_codec,orig_resolution,comp_resolution,orig_bitrate,comp_bitrate,duration,size_diff,compression_ratio,classification
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_10_585_Hour_At_5_10.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_10_585_Hour_At_5_10.mp4,363887880,534949756,av1,hevc,2560x1440,2560x1440,3855336,5729639,728.502857,-171061876,1.47009500838555,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_6000_Hour_At_1_2_Poker.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_6000_Hour_At_1_2_Poker.mp4,492456296,693067192,h264,hevc,1920x1080,1920x1080,2461003,3517811,1514.382222,-200610896,1.4073679179847465,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_7_000_Hour_At_5_10.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/How_To_Win_7_000_Hour_At_5_10.mp4,174395958,373045809,h264,hevc,1920x1080,1920x1080,1827962,4074832,707.372698,-198649851,2.1390737106418487,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/How_many_poker_chips_can_you_grab_in_60_seconds.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/How_many_poker_chips_can_you_grab_in_60_seconds.mp4,11481144,16823590,h264,hevc,720x1280,720x1280,1374640,2202847,60.836281,-5342446,1.465323490411757,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Cooler_poker.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Cooler_poker.mp4,24522048,20415215,h264,hevc,1080x1920,1080x1920,3358045,2765743,56.12263,4106833,0.8325248772043836,good
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Cooler_poker.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Cooler_poker.mp4,24992475,23496100,h264,hevc,1080x1920,1080x1920,3410229,3191991,56.35483,1496375,0.9401269782204443,good
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_poker.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_poker.mp4,22107128,23147970,h264,hevc,1080x1920,1080x1920,2861007,2990376,59.001905,-1040842,1.0470817376187445,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_poker_1.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_poker_1.mp4,25220604,26139648,h264,hevc,1080x1920,1080x1920,3355678,3475807,57.748027,-919044,1.036440205793644,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_shorts_1.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Poker_Hand_shorts_1.mp4,20568298,22803228,h264,hevc,1080x1920,1080x1920,2632338,2930944,59.419864,-2234930,1.108658966337419,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Pot_And_They_Both_Flop_A_Flush.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Huge_Pot_And_They_Both_Flop_A_Flush.mp4,81247623,192081830,h264,hevc,1280x720,1280x720,559254,1504771,934.324535,-110834207,2.3641532257503703,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/Hustler_Stream_Owner_Plays_216_800_Pot.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/Hustler_Stream_Owner_Plays_216_800_Pot.mp4,135151041,270596509,h264,hevc,1920x1080,1920x1080,1454080,3049902,677.999456,-135445468,2.002178503382745,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_100_000_Freeroll_Final_Table.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_100_000_Freeroll_Final_Table.mp4,241206910,515420573,h264,hevc,1920x1080,1920x1080,1751009,3905944,1018.102132,-274213663,2.1368399976601,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_3_WAY_ALL_IN_poker_shorts.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_3_WAY_ALL_IN_poker_shorts.mp4,22709280,23802400,h264,hevc,1080x1920,1080x1920,2919275,3054951,59.466304,-1093120,1.0481353878238324,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_3_Way_All_In_poker.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_3_Way_All_In_poker.mp4,13300031,16665888,h264,hevc,720x1280,720x1280,1174268,1498631,81.269841,-3365857,1.2530713650216303,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_ALL_IN_POKER_poker_shorts.mp4,/home/brian/share/Poker_Streams/PokerAtTheLodge/INSANE_ALL_IN_POKER_poker_shorts.mp4,24854135,26484920,h264,hevc,1080x1920,1080x1920,3262635,3474373,58.467846,-1630785,1.0656142328027107,bigger
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Aero_Innovations_Poker/YouTube/Shot_taking_at_5_10_This_isn_t_going_to_end_well_Death_of_Aero_5_10_NLH_Poker_Vlog_21.mp4,,356815259,0,h264,,1920x1080,,1574073,0,1671.859955,0,0,missing
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Andrew_Brokos_Coaching/video_Big_Pots_Theory/Andrew_BigPots_Theory_Part1_1280.mp4,,60143131,0,h264,,1280x720,,47016,0,2742.601723,0,0,missing
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Hungry_Hourse/YouTube/Want_to_Lose_at_Poker_Do_This.mkv,/home/brian/share/video_courses/Hungry_Hourse/YouTube/Want_to_Lose_at_Poker_Do_This.mp4,714900232,368157372,vp9,hevc,3840x2160,3840x2160,4925331,2393059,1161.181,346742860,0.5149772730805324,good
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_Video_3_part_2_Learn_and_train_the_3_most_important_ranges_of_No_limit_holdem.mkv,/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_Video_3_part_2_Learn_and_train_the_3_most_important_ranges_of_No_limit_holdem.mp4,259040916,221177595,h264,hevc,1920x1080,1920x1080,902018,633339,2297.433,37863321,0.8538326624817834,good
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_video_1_What_is_Gto_Wizzard.mkv,/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_video_1_What_is_Gto_Wizzard.mp4,105392432,91618259,h264,hevc,1920x1080,1920x1080,1029684,758384,818.833,13774173,0.8693058624930489,good
/home/brian/share/orig_video_to_delete/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_video_2_Introducing_to_Gto_Wizzard_Master_Your_Preflop_Game.mkv,/home/brian/share/video_courses/Jungleverse_Elite_Poker_Dojo/GTO_wizard_course/orig_video_dont_process/Gto_Wizzard_Module_video_2_Introducing_to_Gto_Wizzard_Master_Your_Preflop_Game.mp4,182228261,156210682,h264,hevc,1920x1080,1920x1080,896884,631944,1625.433,26017579,0.8572253345489589,good
